,Unnamed: 0,Date,Home,xG_Home,xG_Away,Away,Referee,xGA_Home,xGA_Away,Home_Fatigue,Away_Fatigue,Temp,Humidity,Wind,Referee_Bias,G_Home,G_Away,Result
173,173,29-12-2018 15:00,Leicester City,0.4,1.1,Cardiff City,Simon Hooper,0.4,1.1,Moderate,Moderate,Low,High,Low,Away,1,1,Draw
174,174,29-12-2018 15:00,Tottenham,1.9,1.1,Wolves,Stuart Attwell,1.7,0.7,Low,Moderate,Moderate,Moderate,Low,Home,3,0,Home
175,175,29-12-2018 17:30,Liverpool,1.5,1.8,Arsenal,Michael Oliver,0.7,0.8,Low,Low,Moderate,Moderate,Moderate,Away,2,1,Home
176,176,30-12-2018 12:00,Crystal Palace,0.3,2.0,Chelsea,Craig Pawson,0.3,1.9,Low,Moderate,Moderate,Moderate,Moderate,Home,0,2,Away
177,177,30-12-2018 14:15,Southampton,2.5,0.5,Manchester City,Paul Tierney,2.5,0.3,Low,High,Low,Moderate,Low,Home,4,1,Home
178,178,30-12-2018 14:15,Burnley,1.7,1.7,West Ham,David Coote,1.3,1.3,Moderate,High,Low,High,Low,Home,2,2,Draw
179,179,30-12-2018 16:30,Manchester Utd,0.8,1.1,Bournemouth,Lee Mason,2.3,0.7,Moderate,High,Low,High,Low,Home,1,1,Draw
180,180,01-01-2019 12:30,Everton,1.3,1.2,Leicester City,Martin Atkinson,1.4,1.5,Low,Low,Moderate,High,Moderate,Home,2,0,Home
181,181,01-01-2019 15:00,Arsenal,1.9,0.5,Fulham,Graham Scott,1.8,0.5,Moderate,High,Low,High,Low,Home,3,0,Home
182,182,01-01-2019 17:30,Cardiff City,1.5,1.3,Tottenham,Kevin Friend,1.6,1.0,High,High,Moderate,Moderate,Moderate,Home,3,1,Home
183,183,02-01-2019 19:45,Wolves,2.2,1.8,Crystal Palace,Roger East,2.0,1.8,Moderate,High,Moderate,High,Low,Home,1,1,Draw
184,184,02-01-2019 19:45,West Ham,2.6,0.9,Brighton,Chris Kavanagh,2.5,0.8,Low,Moderate,Low,High,Moderate,Home,4,0,Home
185,185,02-01-2019 19:45,Bournemouth,2.2,1.9,Watford,David Coote,1.4,0.3,Moderate,High,Moderate,Moderate,High,Away,0,3,Away
186,186,02-01-2019 19:45,Chelsea,1.9,0.8,Southampton,Jonathan Moss,1.3,0.8,Moderate,Moderate,Low,High,Low,Home,4,1,Home
187,187,02-01-2019 20:00,Newcastle Utd,0.6,1.2,Manchester Utd,Andre Marriner,0.6,1.0,High,Moderate,Low,High,Low,Home,1,1,Draw
188,188,03-01-2019 20:00,Manchester City,2.8,0.6,Liverpool,Anthony Taylor,0.1,1.8,Low,Moderate,Moderate,High,Moderate,Away,2,0,Home
189,189,12-01-2019 12:30,West Ham,0.2,0.9,Arsenal,Jonathan Moss,1.3,0.3,Moderate,Moderate,Low,High,Low,Away,0,1,Away
190,190,12-01-2019 15:00,Burnley,1.0,0.5,Fulham,Martin Atkinson,0.9,0.3,Low,Low,Low,High,High,Away,1,2,Away
191,191,12-01-2019 15:00,Brighton,0.9,3.5,Liverpool,Kevin Friend,0.4,3.4,Low,Moderate,Moderate,Moderate,Low,Home,0,2,Away
192,192,12-01-2019 15:00,Crystal Palace,1.1,1.7,Watford,Paul Tierney,0.7,1.8,Moderate,High,Moderate,High,Moderate,Away,1,1,Draw
193,193,12-01-2019 15:00,Leicester City,3.1,0.8,Southampton,Michael Oliver,2.6,0.8,Low,Low,Moderate,Moderate,Low,Home,5,0,Home
194,194,12-01-2019 17:30,Chelsea,1.1,1.7,Newcastle Utd,Chris Kavanagh,0.7,1.8,Moderate,High,Moderate,High,Moderate,Away,1,1,Draw
195,195,13-01-2019 14:15,Everton,0.5,1.6,Bournemouth,Anthony Taylor,0.4,1.4,High,Moderate,Moderate,High,High,Home,0,0,Draw
196,196,13-01-2019 16:30,Tottenham,0.3,1.6,Manchester Utd,Mike Dean,1.7,0.4,Moderate,High,Moderate,High,High,Home,0,4,Away
197,197,14-01-2019 20:00,Manchester City,0.5,3.2,Wolves,Craig Pawson,0.5,2.6,Moderate,Moderate,Moderate,High,Low,Home,2,4,Away
198,198,19-01-2019 12:30,Wolves,2.2,1.4,Leicester City,Chris Kavanagh,1.1,0.3,Low,Low,Low,High,Low,Away,3,2,Home
199,199,19-01-2019 15:00,Bournemouth,0.9,1.5,West Ham,Simon Hooper,0.5,0.7,Moderate,Low,Low,High,Low,Home,0,2,Away
200,200,19-01-2019 15:00,Newcastle Utd,2.9,0.3,Cardiff City,Stuart Attwell,2.0,0.1,Low,Moderate,Moderate,High,Moderate,Home,4,0,Home
201,201,19-01-2019 15:00,Manchester Utd,2.7,0.9,Brighton,Paul Tierney,1.9,0.0,Moderate,Low,Moderate,Low,Low,Home,1,1,Draw
202,202,19-01-2019 15:00,Southampton,3.6,0.5,Everton,Graham Scott,2.7,0.5,High,Low,Moderate,Moderate,Moderate,Home,5,1,Home
203,203,19-01-2019 15:00,Liverpool,2.3,1.7,Crystal Palace,Jonathan Moss,0.4,1.7,Moderate,Moderate,Moderate,High,Low,Home,5,2,Home
204,204,19-01-2019 15:00,Watford,0.8,0.9,Burnley,Michael Oliver,1.1,0.3,Low,Low,Moderate,Moderate,Low,Away,0,1,Away
205,205,19-01-2019 17:30,Arsenal,0.8,2.4,Chelsea,Anthony Taylor,0.6,1.5,Low,Moderate,Low,Moderate,Moderate,Away,0,1,Away
206,206,20-01-2019 16:00,Fulham,0.4,1.7,Tottenham,Craig Pawson,0.4,1.5,Low,Moderate,Moderate,High,Low,Away,2,3,Away
207,207,29-01-2019 19:45,Fulham,2.2,2.7,Brighton,Lee Probert,2.0,1.4,Low,High,Moderate,Moderate,Low,Away,2,4,Away
208,208,29-01-2019 19:45,Wolves,0.9,0.8,West Ham,David Coote,0.7,0.7,Low,Moderate,Moderate,High,Low,Away,4,1,Home
209,209,29-01-2019 19:45,Arsenal,1.5,0.5,Cardiff City,Mike Dean,1.2,0.3,Moderate,High,Low,High,Low,Home,0,0,Draw
210,210,29-01-2019 20:00,Newcastle Utd,2.3,0.6,Manchester City,Paul Tierney,2.2,0.2,Low,Low,Moderate,Moderate,Low,Home,4,1,Home
211,211,29-01-2019 20:00,Manchester Utd,0.6,3.2,Burnley,Jonathan Moss,0.5,2.3,Low,High,Moderate,Moderate,High,Away,1,0,Home
212,212,30-01-2019 19:45,Bournemouth,0.9,1.8,Chelsea,Roger East,0.7,1.7,Low,Moderate,Moderate,Moderate,Low,Away,3,1,Home
213,213,30-01-2019 19:45,Southampton,1.7,2.7,Crystal Palace,Andre Marriner,0.4,2.1,Low,Low,Moderate,Moderate,Low,Away,2,5,Away
214,214,30-01-2019 20:00,Tottenham,2.0,1.1,Watford,Graham Scott,1.2,0.7,Low,Low,Low,High,Moderate,Home,2,2,Draw
215,215,30-01-2019 20:00,Liverpool,1.4,1.2,Leicester City,Martin Atkinson,0.7,0.8,Moderate,Moderate,Moderate,High,Low,Home,1,1,Draw
216,216,02-02-2019 12:30,Tottenham,0.9,1.9,Newcastle Utd,Andre Marriner,0.7,0.5,Moderate,Moderate,High,Low,Moderate,Away,0,2,Away
217,217,02-02-2019 15:00,Brighton,0.2,1.4,Watford,Simon Hooper,0.2,0.6,Low,Moderate,Low,High,Low,Home,1,2,Away
218,218,02-02-2019 15:00,Everton,2.0,0.5,Wolves,Lee Mason,0.8,1.6,Low,Moderate,Moderate,Moderate,Low,Home,2,1,Home
219,219,02-02-2019 15:00,Burnley,1.9,1.6,Southampton,Anthony Taylor,1.2,1.2,High,Moderate,Moderate,High,Low,Away,4,1,Home
220,220,02-02-2019 15:00,Crystal Palace,1.0,1.0,Fulham,Michael Oliver,0.8,0.8,Moderate,Moderate,Moderate,Moderate,Low,Away,1,2,Away
221,221,02-02-2019 17:30,Cardiff City,0.4,0.9,Bournemouth,Jonathan Moss,0.2,0.9,Moderate,Moderate,Moderate,High,Low,Home,2,0,Home
222,222,03-02-2019 14:05,Leicester City,4.1,0.8,Manchester Utd,Mike Dean,3.3,0.7,Moderate,Low,Low,High,Low,Away,3,1,Home
223,223,03-02-2019 16:30,Manchester City,1.1,0.3,Arsenal,Martin Atkinson,1.1,0.2,High,High,Moderate,High,Moderate,Home,1,0,Home
224,224,04-02-2019 20:00,West Ham,2.5,2.3,Liverpool,Kevin Friend,1.4,0.9,Moderate,Low,Moderate,Moderate,High,Home,3,3,Draw
225,225,06-02-2019 19:45,Everton,0.4,2.2,Manchester City,Craig Pawson,0.3,2.1,Low,Low,Moderate,Moderate,Moderate,Away,0,3,Away
226,226,09-02-2019 12:30,Fulham,0.9,1.3,Manchester Utd,Paul Tierney,0.9,1.2,Moderate,Moderate,Moderate,High,Low,Home,1,1,Draw
227,227,09-02-2019 15:00,Crystal Palace,1.7,1.9,West Ham,Craig Pawson,1.0,1.8,Low,Moderate,Moderate,Moderate,Moderate,Away,1,2,Away
228,228,09-02-2019 15:00,Liverpool,2.3,1.0,Bournemouth,Anthony Taylor,1.2,0.6,Moderate,Moderate,Moderate,Moderate,High,Away,3,1,Home
229,229,09-02-2019 15:00,Southampton,4.1,0.8,Cardiff City,Martin Atkinson,3.3,0.7,Moderate,Low,Low,High,Low,Away,3,1,Home
230,230,09-02-2019 15:00,Watford,0.5,1.4,Everton,Lee Probert,0.4,1.3,Moderate,Moderate,Moderate,High,Moderate,Away,0,1,Away
231,231,09-02-2019 17:30,Brighton,1.8,1.2,Burnley,Stuart Attwell,1.3,1.2,Moderate,Moderate,Low,High,Low,Away,1,1,Draw
232,232,10-02-2019 13:30,Tottenham,1.3,1.3,Leicester City,Michael Oliver,1.1,0.5,Low,Moderate,Moderate,High,High,Home,1,1,Draw
233,233,10-02-2019 16:00,Manchester City,1.6,0.4,Chelsea,Mike Dean,1.6,0.3,Moderate,Moderate,Low,High,Low,Away,1,0,Home
234,234,11-02-2019 20:00,Wolves,1.7,0.7,Newcastle Utd,Graham Scott,2.3,1.1,Moderate,Low,Moderate,Moderate,Moderate,Away,1,0,Home
235,235,22-02-2019 19:45,West Ham,2.0,1.8,Fulham,Lee Mason,2.0,0.8,Moderate,Moderate,Moderate,Moderate,Low,Home,1,0,Home
236,236,22-02-2019 19:45,Cardiff City,0.6,1.7,Watford,Simon Hooper,0.5,1.1,Moderate,Moderate,Moderate,High,Moderate,Away,1,0,Home
237,237,23-02-2019 12:30,Burnley,2.6,0.8,Tottenham,Mike Dean,2.1,0.6,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
238,238,23-02-2019 15:00,Bournemouth,1.3,1.5,Wolves,Roger East,0.5,0.4,Low,Moderate,Moderate,Moderate,Moderate,Away,1,0,Home
239,239,23-02-2019 17:30,Leicester City,1.5,0.7,Crystal Palace,Anthony Taylor,1.6,0.2,Moderate,Moderate,Moderate,High,High,Home,1,0,Home
240,240,24-02-2019 14:05,Arsenal,1.1,1.2,Southampton,Graham Scott,1.1,0.9,Low,Moderate,Moderate,Moderate,Low,Away,0,1,Away
241,241,24-02-2019 14:05,Manchester Utd,2.6,0.8,Liverpool,Michael Oliver,2.1,0.6,Low,Low,Moderate,Moderate,Low,Away,2,1,Home
242,242,26-02-2019 19:45,Cardiff City,0.3,0.4,Everton,Kevin Friend,0.3,0.2,Moderate,Moderate,Low,High,Low,Home,1,0,Home
243,243,26-02-2019 19:45,Leicester City,2.6,1.0,Brighton,Lee Probert,1.6,0.7,Moderate,Moderate,Moderate,High,Moderate,Home,4,0,Home
244,244,26-02-2019 20:00,Newcastle Utd,1.7,0.5,Burnley,Craig Pawson,2.7,0.2,Low,Low,Low,High,Low,Home,2,1,Home
245,245,27-02-2019 19:45,Arsenal,1.1,1.0,Bournemouth,Chris Kavanagh,1.0,0.8,Low,Moderate,Moderate,Moderate,Moderate,Home,2,1,Home
246,246,27-02-2019 19:45,Southampton,1.5,1.0,Fulham,Anthony Taylor,1.1,0.6,Low,Moderate,Moderate,Moderate,High,Home,1,1,Draw
247,247,27-02-2019 20:00,Crystal Palace,2.1,1.4,Manchester Utd,Martin Atkinson,1.3,1.1,Moderate,Moderate,Low,High,Low,Away,2,1,Home
248,248,27-02-2019 20:00,Chelsea,1.0,0.8,Tottenham,Andre Marriner,0.7,0.7,Low,Low,Moderate,Moderate,Low,Away,1,0,Home
249,249,27-02-2019 20:00,Liverpool,0.5,2.1,Watford,Graham Scott,0.2,2.1,Low,Low,Moderate,High,Low,Home,0,3,Away
250,250,27-02-2019 20:00,Manchester City,1.2,0.7,West Ham,Stuart Attwell,1.0,0.7,Moderate,High,Low,High,Low,Home,1,0,Home
251,251,02-03-2019 12:30,Tottenham,1.1,1.2,Arsenal,Anthony Taylor,2.7,0.6,Low,Moderate,Moderate,Moderate,Moderate,Away,1,3,Away
252,252,02-03-2019 15:00,Manchester Utd,1.6,1.8,Southampton,Stuart Attwell,1.3,1.8,High,Moderate,Moderate,High,Moderate,Away,2,3,Away
253,253,02-03-2019 15:00,Wolves,1.0,0.7,Cardiff City,Andre Marriner,0.7,0.6,Low,Low,Low,High,Low,Home,0,0,Draw
254,254,02-03-2019 15:00,Bournemouth,1.1,2.5,Manchester City,Kevin Friend,0.7,2.3,Moderate,Moderate,Moderate,High,Moderate,Away,1,2,Away
255,255,02-03-2019 15:00,Burnley,4.0,0.7,Crystal Palace,Lee Probert,3.2,0.7,Low,Moderate,Moderate,High,Low,Home,4,0,Home
256,256,02-03-2019 17:30,West Ham,0.1,1.9,Newcastle Utd,Chris Kavanagh,0.1,0.8,Low,Low,Moderate,Moderate,Moderate,Away,0,3,Away
257,257,03-03-2019 12:00,Watford,1.6,0.8,Leicester City,Jonathan Moss,0.9,0.3,Low,Low,Moderate,Moderate,Low,Away,2,0,Home
258,258,03-03-2019 14:05,Fulham,2.0,2.1,Chelsea,Graham Scott,0.3,1.4,Low,Moderate,Moderate,Moderate,Moderate,Away,2,5,Away
259,259,03-03-2019 16:15,Everton,0.7,0.1,Liverpool,Martin Atkinson,0.4,0.1,Moderate,High,Low,High,Low,Away,4,0,Home
260,260,09-03-2019 12:30,Crystal Palace,0.8,2.7,Brighton,Craig Pawson,0.8,2.0,Moderate,Moderate,Low,High,Low,Away,1,3,Away
261,261,09-03-2019 15:00,Newcastle Utd,2.7,0.4,Everton,Lee Mason,3.0,0.2,Moderate,Moderate,Low,Moderate,Low,Home,3,0,Home
262,262,09-03-2019 15:00,Cardiff City,0.9,1.7,West Ham,Graham Scott,0.7,0.9,Moderate,High,Low,High,High,Away,1,2,Away
263,263,09-03-2019 15:00,Leicester City,2.2,0.6,Fulham,David Coote,1.3,0.6,Low,Moderate,Low,Moderate,Low,Home,2,0,Home
264,264,09-03-2019 15:00,Southampton,1.4,1.2,Tottenham,Kevin Friend,0.8,1.0,Moderate,Low,Moderate,High,Moderate,Away,0,1,Away
265,265,09-03-2019 17:30,Manchester City,1.7,0.4,Watford,Paul Tierney,0.7,1.8,Low,Low,Moderate,High,Low,Away,3,1,Home
266,266,10-03-2019 12:00,Liverpool,0.8,1.1,Burnley,Andre Marriner,2.3,0.7,Moderate,High,Low,High,Low,Home,1,1,Draw
267,267,10-03-2019 14:05,Chelsea,1.5,0.2,Wolves,Michael Oliver,1.3,0.2,Moderate,Moderate,High,Low,Low,Away,0,0,Draw
268,268,10-03-2019 16:30,Arsenal,0.8,1.0,Manchester Utd,Jonathan Moss,0.8,0.7,Moderate,Moderate,Low,High,Moderate,Away,1,2,Away
269,269,16-03-2019 15:00,Burnley,0.7,0.9,Leicester City,Michael Oliver,0.4,0.7,Moderate,Moderate,Low,High,Low,Home,0,1,Away
270,270,16-03-2019 15:00,Bournemouth,0.7,1.3,Newcastle Utd,Mike Dean,0.6,0.7,Moderate,High,Low,High,Moderate,Home,3,2,Home
271,271,17-03-2019 14:15,Fulham,0.3,1.1,Liverpool,Craig Pawson,1.7,0.3,Moderate,Moderate,Low,High,Moderate,Away,0,0,Draw
272,272,17-03-2019 16:30,Everton,0.8,2.1,Chelsea,Anthony Taylor,0.4,1.7,Moderate,High,Moderate,High,Low,Away,2,1,Home
273,273,30-03-2019 12:30,Fulham,1.0,3.3,Manchester City,Kevin Friend,0.8,3.2,Moderate,High,Low,High,Low,Away,1,5,Away
274,274,30-03-2019 15:00,Burnley,2.4,0.7,Wolves,Chris Kavanagh,1.5,0.7,Low,Low,Moderate,Moderate,High,Home,3,1,Home
275,275,30-03-2019 15:00,Leicester City,3.2,0.8,Bournemouth,Lee Mason,3.0,0.5,High,Moderate,Low,High,High,Home,4,0,Home
276,276,30-03-2019 15:00,Brighton,3.3,0.6,Southampton,Michael Oliver,1.8,0.5,Low,Moderate,Moderate,High,Moderate,Away,3,0,Home
277,277,30-03-2019 15:00,Manchester Utd,0.9,1.7,Watford,Stuart Attwell,0.3,1.2,Moderate,Moderate,Moderate,Moderate,Low,Away,0,2,Away
278,278,30-03-2019 17:30,West Ham,3.2,0.8,Everton,Paul Tierney,1.2,0.8,Moderate,High,High,Moderate,Moderate,Home,2,1,Home
279,279,31-03-2019 14:05,Cardiff City,1.1,1.1,Chelsea,Craig Pawson,0.9,1.0,High,Moderate,Low,High,Low,Home,2,0,Home
280,280,31-03-2019 16:30,Liverpool,1.1,3.3,Tottenham,Martin Atkinson,0.2,2.5,Moderate,Moderate,Moderate,High,Moderate,Home,2,1,Home
281,281,01-04-2019 20:00,Arsenal,1.1,1.2,Newcastle Utd,Anthony Taylor,1.0,0.4,Low,Low,Moderate,Moderate,Low,Home,1,3,Away
282,282,02-04-2019 19:45,Wolves,2.6,0.4,Manchester Utd,Mike Dean,2.3,0.3,Moderate,Moderate,Low,High,Moderate,Away,2,2,Draw
283,283,02-04-2019 19:45,Watford,0.1,1.3,Fulham,Roger East,0.1,1.2,Low,High,Moderate,High,Low,Away,1,2,Away
284,284,03-04-2019 19:45,Chelsea,1.8,3.4,Brighton,Graham Scott,1.6,1.8,Low,Low,Low,High,Moderate,Away,2,3,Away
285,285,03-04-2019 19:45,Tottenham,1.4,1.6,Crystal Palace,Andre Marriner,1.7,1.4,Low,Moderate,Moderate,High,Low,Away,0,3,Away
286,286,03-04-2019 19:45,Manchester City,2.4,0.4,Cardiff City,Jonathan Moss,1.4,0.3,Low,Low,Moderate,Moderate,Moderate,Home,2,0,Home
287,287,05-04-2019 20:00,Southampton,3.0,0.3,Liverpool,Paul Tierney,2.1,0.3,Low,Low,Moderate,Moderate,Low,Away,3,1,Home
288,288,06-04-2019 15:00,Bournemouth,1.3,3.8,Burnley,Martin Atkinson,0.5,3.5,Low,Moderate,Moderate,Moderate,Low,Home,1,4,Away
289,289,06-04-2019 15:00,Newcastle Utd,1.5,0.8,Crystal Palace,Stuart Attwell,0.7,0.7,Moderate,Moderate,Low,High,Moderate,Home,2,1,Home
290,290,07-04-2019 14:05,Everton,1.4,1.2,Arsenal,Kevin Friend,0.7,1.0,Low,Moderate,Low,High,High,Home,1,2,Away
291,291,08-04-2019 20:00,Chelsea,0.1,2.4,West Ham,Chris Kavanagh,0.1,1.9,Low,Moderate,Low,Moderate,Moderate,Home,0,3,Away
292,292,12-04-2019 20:00,Leicester City,1.4,0.4,Newcastle Utd,Chris Kavanagh,0.8,0.4,Moderate,Moderate,Low,High,Moderate,Away,1,0,Home
293,293,13-04-2019 15:00,Burnley,0.6,2.8,Cardiff City,Mike Dean,0.6,1.6,Low,Moderate,Moderate,High,Moderate,Away,0,1,Away
294,294,13-04-2019 15:00,Fulham,0.7,0.4,Everton,Lee Probert,0.5,0.3,Low,Low,Moderate,High,Low,Home,2,0,Home
295,295,13-04-2019 15:00,Southampton,0.8,2.0,Wolves,Jonathan Moss,0.3,1.0,Moderate,High,Moderate,Moderate,Moderate,Home,1,2,Away
296,296,13-04-2019 15:00,Brighton,0.8,0.7,Bournemouth,Kevin Friend,0.7,0.6,Moderate,Low,Low,High,Low,Away,0,1,Away
297,297,13-04-2019 17:30,Manchester Utd,0.5,1.1,West Ham,Graham Scott,0.3,0.9,Moderate,Low,Moderate,High,Low,Away,0,2,Away
298,298,14-04-2019 14:05,Crystal Palace,1.9,1.0,Manchester City,Martin Atkinson,1.7,0.9,Low,High,Moderate,High,Moderate,Home,3,1,Home
299,299,14-04-2019 16:30,Liverpool,2.1,2.8,Chelsea,Michael Oliver,1.4,1.3,Low,Low,Low,Moderate,Low,Away,4,2,Home
300,300,15-04-2019 20:00,Watford,0.6,0.6,Arsenal,Craig Pawson,0.3,0.4,Low,Moderate,Moderate,Moderate,Moderate,Away,1,0,Home
301,301,16-04-2019 19:45,Brighton,1.3,0.6,Cardiff City,Andre Marriner,0.8,0.5,Low,Low,Low,High,Low,Home,0,0,Draw
302,302,20-04-2019 12:30,Manchester City,2.2,3.1,Tottenham,Michael Oliver,1.2,2.2,Low,Low,Moderate,Low,Low,Home,1,4,Away
303,303,20-04-2019 15:00,West Ham,1.8,0.5,Leicester City,Lee Probert,0.8,0.5,Low,Moderate,Moderate,Moderate,Moderate,Away,0,1,Away
304,304,20-04-2019 15:00,Bournemouth,0.9,2.0,Fulham,David Coote,0.2,0.8,Low,Moderate,Low,High,Low,Away,2,6,Away
305,305,20-04-2019 15:00,Wolves,1.8,0.5,Brighton,Craig Pawson,0.8,0.5,Low,Moderate,Moderate,Moderate,Moderate,Away,0,1,Away
306,306,20-04-2019 17:30,Newcastle Utd,3.3,0.8,Southampton,Anthony Taylor,2.4,0.7,High,Moderate,Moderate,High,Low,Home,6,0,Home
307,307,21-04-2019 13:30,Everton,1.2,1.3,Manchester Utd,Paul Tierney,1.0,0.6,Moderate,High,Moderate,High,Moderate,Home,2,2,Draw
308,308,21-04-2019 16:00,Arsenal,1.7,0.5,Crystal Palace,Jonathan Moss,2.7,0.2,Low,Low,Low,High,Low,Home,2,1,Home
309,309,21-04-2019 16:00,Cardiff City,0.3,2.5,Liverpool,Martin Atkinson,0.3,2.3,High,High,Moderate,High,Moderate,Away,0,7,Away
310,310,22-04-2019 20:00,Chelsea,0.2,1.9,Burnley,Kevin Friend,0.2,1.0,High,Moderate,Low,High,Low,Home,2,2,Draw
311,311,23-04-2019 19:45,Watford,1.6,1.2,Southampton,Mike Dean,1.5,1.1,Low,Moderate,Low,Moderate,High,Away,1,1,Draw
312,312,23-04-2019 19:45,Tottenham,1.0,0.9,Brighton,Chris Kavanagh,0.6,0.8,Low,Moderate,Low,High,Low,Home,0,1,Away
313,313,24-04-2019 19:45,Wolves,2.0,0.4,Arsenal,Stuart Attwell,1.9,0.3,Moderate,Moderate,Moderate,High,Moderate,Away,3,0,Home
314,314,24-04-2019 20:00,Manchester Utd,0.7,1.7,Manchester City,Andre Marriner,0.6,1.4,Moderate,Moderate,Low,High,Low,Away,1,3,Away
315,315,27-04-2019 12:30,Tottenham,0.9,1.7,West Ham,Anthony Taylor,0.8,1.5,Moderate,Moderate,Low,High,Moderate,Away,1,2,Away
316,316,27-04-2019 15:00,Watford,4.4,1.6,Wolves,Simon Hooper,4.2,1.5,Low,Low,Moderate,High,Low,Home,3,0,Home
317,317,27-04-2019 15:00,Fulham,1.1,0.9,Cardiff City,Chris Kavanagh,1.1,0.7,Low,Low,Moderate,Moderate,Moderate,Away,1,0,Home
318,318,27-04-2019 15:00,Southampton,0.6,0.5,Bournemouth,Graham Scott,0.6,0.3,Low,Moderate,Moderate,High,Low,Away,3,1,Home
319,319,27-04-2019 15:00,Crystal Palace,2.0,1.1,Everton,Lee Mason,1.2,0.7,Low,Low,Low,High,Moderate,Home,2,2,Draw
320,320,27-04-2019 17:30,Brighton,2.2,1.0,Newcastle Utd,Mike Dean,1.9,1.0,Moderate,Moderate,Low,High,Moderate,Away,2,1,Home
321,321,28-04-2019 12:00,Leicester City,1.7,2.7,Arsenal,Michael Oliver,0.4,0.5,Low,High,Moderate,Moderate,Low,Home,1,3,Away
322,322,28-04-2019 14:05,Burnley,1.7,0.5,Manchester City,Paul Tierney,0.5,1.8,Moderate,Moderate,Low,High,Moderate,Home,1,0,Home
323,323,28-04-2019 16:30,Manchester Utd,1.5,0.9,Chelsea,Martin Atkinson,1.0,0.6,Low,Moderate,Moderate,High,Moderate,Away,3,3,Draw
324,324,03-05-2019 20:00,Everton,1.6,3.0,Burnley,Chris Kavanagh,0.7,0.5,Moderate,High,Moderate,High,Moderate,Away,1,2,Away
325,325,04-05-2019 12:30,Bournemouth,0.9,3.0,Tottenham,Craig Pawson,0.7,3.1,Moderate,Low,Moderate,High,Moderate,Home,1,5,Away
326,326,04-05-2019 15:00,Wolves,1.0,0.7,Fulham,Jonathan Moss,0.7,0.6,Low,Low,Low,High,Low,Home,0,0,Draw
327,327,04-05-2019 15:00,West Ham,2.3,1.7,Southampton,Stuart Attwell,0.4,1.7,Moderate,Moderate,Moderate,High,Low,Home,5,2,Home
328,328,04-05-2019 17:30,Cardiff City,0.7,2.0,Crystal Palace,Michael Oliver,0.6,0.8,Moderate,Moderate,Moderate,High,Moderate,Home,0,1,Away
329,329,04-05-2019 19:45,Newcastle Utd,1.5,1.6,Liverpool,Andre Marriner,1.0,1.5,Moderate,High,Moderate,High,Low,Home,2,2,Draw
330,330,05-05-2019 14:00,Chelsea,0.9,2.1,Watford,Paul Tierney,0.7,1.4,Low,High,Low,Moderate,Low,Away,1,3,Away
331,331,05-05-2019 16:30,Arsenal,1.5,0.8,Brighton,Anthony Taylor,0.6,0.7,Low,Low,Moderate,High,Moderate,Home,3,0,Home
332,332,06-05-2019 20:00,Manchester City,1.1,1.2,Leicester City,Mike Dean,0.4,0.8,Moderate,High,Low,High,Low,Away,1,1,Draw
333,333,12-05-2019 15:00,Brighton,2.6,1.0,Manchester City,Michael Oliver,1.6,0.7,Moderate,Moderate,Moderate,High,Moderate,Home,4,0,Home
334,334,12-05-2019 15:00,Leicester City,2.3,0.9,Chelsea,Anthony Taylor,1.5,0.6,Low,High,Moderate,High,Low,Away,4,0,Home
335,335,12-05-2019 15:00,Crystal Palace,0.8,1.7,Bournemouth,Roger East,0.8,2.0,Low,Low,High,Moderate,Low,Home,0,2,Away
336,336,12-05-2019 15:00,Burnley,1.8,1.1,Arsenal,Mike Dean,1.0,0.8,High,Moderate,Low,Moderate,Moderate,Away,3,2,Home
337,337,12-05-2019 15:00,Tottenham,2.2,0.4,Everton,Andre Marriner,2.0,0.3,Moderate,High,Low,High,Low,Home,0,0,Draw
338,338,12-05-2019 15:00,Liverpool,1.7,1.7,Wolves,Martin Atkinson,1.0,0.9,Moderate,High,Moderate,High,Moderate,Home,1,0,Home
339,339,12-05-2019 15:00,Manchester Utd,1.5,0.9,Cardiff City,Jonathan Moss,1.0,0.6,Low,Moderate,Moderate,High,Moderate,Away,3,3,Draw
340,340,12-05-2019 15:00,Fulham,0.7,1.4,Newcastle Utd,Kevin Friend,0.5,0.6,Moderate,Moderate,Moderate,Moderate,Moderate,Away,0,2,Away
341,341,12-05-2019 15:00,Watford,0.9,1.7,West Ham,Chris Kavanagh,0.3,1.2,Moderate,Moderate,Moderate,Moderate,Low,Away,0,2,Away
342,342,09-08-2019 20:00,Liverpool,3.6,0.2,Norwich City,Michael Oliver,2.3,0.2,Moderate,Moderate,Low,High,Low,Home,2,0,Home
343,343,10-08-2019 12:30,West Ham,0.3,1.1,Manchester City,Mike Dean,1.7,0.3,Moderate,Moderate,Low,High,Moderate,Away,0,0,Draw
344,344,10-08-2019 15:00,Burnley,2.3,1.7,Southampton,Graham Scott,0.5,1.0,Moderate,Low,Moderate,Moderate,Low,Away,3,0,Home
345,345,10-08-2019 15:00,Watford,1.5,0.4,Brighton,Craig Pawson,1.3,0.3,Moderate,Moderate,Moderate,Moderate,Low,Home,2,0,Home
346,346,10-08-2019 15:00,Crystal Palace,3.3,0.3,Everton,Jonathan Moss,2.2,0.3,Moderate,High,Moderate,Moderate,Moderate,Home,9,0,Home
